"name2","address2","city2","zip2"
"WALDO INN & SUITES","17230 NE US HWY 301","WALDO","32694"
"LA CABANA MEXICAN BAR & GRILL LLC","2060 S BAY ST","EUSTIS","32726"
"HOTSPOT","307 S ALABAMA","ARCADIA","34266"
"MAYAMEX LINDA LLC","886 890 N KROME AVE","HOMESTEAD","33030"
"REDBERRY FROZEN YOGURT","6729 COLONNADE AVE 108","MELBOURNE","32940"
"EARL OF SANDWICH","MIA D CONCOURSE J FLR 2","MIAMI","33126"
"TOCAS LA BENDECION IN","4901 BROADWAY","WEST PALM BEACH","33407"
"DOMINOS PIZZA","2372 US HWY 90 W","LAKE CITY","32025"
"EUREST DINING SERVICES","7556 GOLF CHANNEL","ORLANDO","32819"
"DUNKIN DONUTS","842 1 DUNN AVE","JACKSONVILLE","32218"
"TIME OUT SPORTS BAR","9009 OAKHURST RD","SEMINOLE","33776"
"DKS SEAFOOD AND MORE","144 SW HORRY ST","MADISON","32340"
"DUNKIN DONUTS 352474","12709 1 BARTRAM PARK BLVD","JACKSONVILLE","32256"
"DAYS INN I 75","644 67TH ST CIRCLE EAST","BRADENTON","34208"
"THE CORK AND PINT","101 PALM HARBOR PKWY B121","PALM COAST","32137"
"VICS EMBERS SUPPER CLUB","1005 W MAIN ST","LEESBURG","34748"
"CROSSROADS RIBS & MORE","510 US 27 N","SOUTH BAY","33493"
"EL RINCON DE LAS TRIPLETAS","151 MELHORN RD","HAINES CITY","33844"
"PARKS PLACE","120 NW 39TH AVE","GAINESVILLE","32609"
"HAWTHORN SUITES","7975 CANADA AVE","ORLANDO","32819"
"CHINA BISTRO OF OVIEDO","1530 OVIEDO MALL","OVIEDO","32765"
"HILTON CABANA MIAMI BEACH LECHON","6261 COLLINS AVE","MIAMI BEACH","33140"
"JOSES LATIN FOOD 2 INC","1101 TRUMAN AVE","KEY WEST","33040"
"HILTON CABANA MIAMI BEACH","6261 COLLINS AVE","MIAMI BEACH","33140"
"MCDONALDS","13145 SORRENTO RD","PENSACOLA","32507"
"SLEEP INN","10775 W EMERALD COAST PKWY","DESTIN","32550"
"INSIDE THE BOX CAFE & CATERING","1715 N WESTSHORE BLVD STE 140","TAMPA","33607"
"MADMAXXS CHICAGO STYLE","1671 MONTECITO AVE","DELTONA","32738"
"SANDWICH DEPOT","6120 4 POWERS AVE","JACKSONVILLE","32217"
"FRITANGA NICA EL CASTILLO","18710 SW 107 AVE 33","CUTLER RIDGE","33157"
"HOLIDAY INN DAYTONA BEACH LPGA BOULEVARD","137 AUTO MALL CIR","DAYTONA BEACH","32124"
"KOOL RUNNINGS RESTAURANT & BAR","220 GARRETT RD","AVON PARK","33825"
"BURGER CRAFT","2447 S HWY 27","CLERMONT","34711"
"MARBLE SLAB CREAMERY","415 N ALAFAYA TRL","ORLANDO","32828"
"COUNTRY ROADS CAFE IN THE SHORES","12350 PALM BEACH BLVD","FORT MYERS","33905"
"KABABI CAFE BY KULUCK","3828 N UNIVERSITY DR","SUNRISE","33351"
"SHAKAI","43 E PINE ST","ORLANDO","32801"
"EAST COAST WINGS & GRILL","3138 S ORANGE AVE","ORLANDO","32806"
"JIMMY JOHNS GOURMET SANDWICHES 2700","13801 WALSINGHAM RD STE B","LARGO","33774"
"QUIRKY FORK CAFE & BAKERY LLC","1840 MEASE DR 102","SAFETY HARBOR","34695"
"BLUE SKY GOLF CLUB","1700 MONUMENT RD","JACKSONVILLE","32225"
"ITS ALL GREEK TO ME!","5456 SAMPLE RD","MARGATE","33073"
"PITA PIT","5537 S WILLIAMSON BLVD UNIT 662","PORT ORANGE","32128"
"RED WHITE AND BLUE MULE DELI","103 N RIDGEWOOD AVENUE","EDGEWATER","32132"
"CASA TEQUILA MEXICAN RESTAURANT & BAR LLC","1979 PLACID LAKES BLVD","LAKE PLACID","33852"
"LOS ROQUES GOURMET & GRILL INC","10728 NW 58 ST","MIAMI","33178"
"MORTONS MARKET","1390 MAIN ST","SARASOTA","34236"
"PEI WEI FRESH KITCHEN","1815 PALM BEACH LAKES BLVD 3","WEST PALM BEACH","33401"
"TAQUERIA NELLY LLC","8506 BRIAR GROVE CIR","TAMPA","33615"
"CAFE RUYI CHINESE FOOD","5300 NW 7 AVE","MIAMI","33127"
"TRUTRU CAKES & MORE","1523 NW 165 ST","MIAMI GARDENS","33169"
"DELUXE LUNCH BOX","998 SW 81 AVE","NORTH LAUDERDALE","33068"
"LOURONZOS ITALIAN FUSION","301 COLORADO AVE","STUART","34994"
"MENCHIES FROZEN YOGURT","7339 W SAND LAKE RD STE 406","ORLANDO","32819"
"SMASHBURGER","334 N ALAFAYA TRAIL","ORLANDO","32828"
"HUNGRY HOWIES 298","201 S SCENIC HWY","FROSTPROOF","33843"
"MOBSTAH LOBSTAH","1201 S OCEAN DRIVE UNIT 104N","HOLLYWOOD","33019"
"TROPICANA RESTAURANT & LOUNGE","1950 W 49 ST","HIALEAH","33012"
"STOUTS RESTAURANT","8349 OVERSEAS HWY","MARATHON","33050"
"CHUYS","6688 S SEMORAN BLVD","ORLANDO","32822"
"GOLDEN PLATE BISTRO INC","6252 PEMBROKE RD","MIRAMAR","33023"
"COCO BALEADAS CORP","1721 CORAL WAY","MIAMI","33145"
"MOMS NEW YORK PIZZA INC","1226 N KROME AVE","HOMESTEAD","33030"
"RED FOX DINER","2041 NE 36 ST","LIGHTHOUSE POINT","33064"
"INDIAN RIVER BURGER CO","338 SE PORT ST LUCIE BLVD","PORT ST LUCIE","34984"
"BRAZAVIVA CHURRASCARIA","14301 W SUNRISE BLVD","SUNRISE","33323"
"ANTHONYS COAL FIRED PIZZA","851 S FEDERAL HWY BAY A 1","BOCA RATON","33432"
"CAFE ON THE GREEN","701 FLAMINGO W DR","PEMBROKE PINES","33027"
"ASIAGOS SKILLET LLC","110A AMBERJACK DRIVE","FORT WALTON BEACH","32548"
"CAFE BABBO","97 NW 25 ST SUITE 103","MIAMI","33127"
"DANTES PIZZA","2230 MARTIN LUTHER KING JR BLVD","PANAMA CITY","32405"
"LADYJANES CATERING","112 FLAGSHIP DR","LUTZ","33549"
"PAPA JOHNS PIZZA 4486","6227 N US HWY 1","COCOA","32927"
"GROWN FOLKS GRILLN II","1021 W PINE STREET","ORLANDO","32805"
"FRIAS CATERING","2783 N ORANGE BLOSSOM TRAIL","KISSIMMEE","34744"
"THE MIRAGE","5150 TOWN CENTER CIRCLE","BOCA RATON","33486"
"ROCCOS PIZZA RESTAURANT","4369 COMMERCIAL WAY","SPRING HILL","34606"
"CAFE 5150 BOCA RATON MARRIOTT AT BOCA CENTER","5150 TOWN CENTER CIRCLE","BOCA RATON","33486"
"MENCHIES FROZEN YOGURT","1120 TOWNPARK AVE 1062","LAKE MARY","32746"
"TAIPA PERUVIAN FOOD","12146 SW 117 CT","MIAMI","33186"
"HULLS DOCKSIDE GRILL","7617 ROLLING GROVE DR W","LAKELAND","33810"
"LA PARADA CRIOLLA","4880 DISTRIBUTION CT UNIT 1 & 2","ORLANDO","32822"
"EL NEVADO LLC","30 E CYPRESS ST","WINTER GARDEN","34787"
"MICHOACANA ICE CREAM TOHUI INC","1458 LEE BLVD","LEHIGH ACRES","33936"
"BROCKS SMOKE HOUSE","823 EAGLE RIDGE DR","LAKE WALES","33859"
"SHOW MES SPORTS BAR & GRILL","12836 HENDERSON RD","TAMPA","33625"
"AT YOUR SERVICE EATS","6521 DELAND AVE","INDIAN LAKE ESTATES","33855"
"BBQ GRILL & SEAFOOD RESTAURANT","1505 WEST MEMORIAL BLVD","LAKELAND","33815"
"RIVERSIDE INN AT IZAAK WALTON LODGE","6301 RIVERSIDE DR","YANKEETOWN","34498"
"NEW YORK PIZZA","2245 PLANTATION CENTER DR SUITE 25 26","FLEMING ISLAND","32003"
"KERS WINGHOUSE BAR & GRILL","7369 ULMERTON ROAD","LARGO","33771"
"KERS WINGHOUSE BAR & GRILL","7790 US HWY 19","PINELLAS PARK","33781"
"KERS WING HOUSE BAR & GRILL","8001 W HILLSBOROUGH AVENUE","TAMPA","33615"
"KERS WING HOUSE BAR & GRILL","6515 US HWY 19","NEW PORT RICHEY","34652"
"KERS WING HOUSE BAR & GRILL","6445 FOURTH STREET NORTH","ST. PETERSBURG","33702"
"KERS WING HOUSE BAR & GRILL","2145 E SILVER SPRINGS BLVD","OCALA","34470"
"KERS WING HOUSE BAR & GRILL","3201 PARKWAY CENTER COURT","ORLANDO","32808"
"KERS WING HOUSE BAR & GRILL","3405 WEST VINE STREET","KISSIMMEE","34741"
"KERS WING HOUSE BAR & GRILL","227 S SEMORAN BLVD","WINTER PARK","32792"
"KERS WING HOUSE BAR & GRILL","34900 US HWY 19 N","PALM HARBOR","34684"
"KERS WING HOUSE BAR & GRILL","2721 W INTL SPEEDWAY BLVD","DAYTONA BEACH","32114"
"KERS WING HOUSE BAR & GRILL","2935 W ORLANDO DRIVE","SANFORD","32773"
"KERS WING HOUSE BAR & GRILL","5003 US HWY 301 N","TAMPA","33610"
"KERS WING HOUSE BAR & GRILL","3789 S KIRKMAN ROAD","ORLANDO","32811"
"WINGHOUSE","4515 SOUTH FLORIDA AVE","LAKELAND","33813"
"KERS WING HOUSE BAR & GRILL","5105 14TH ST W","BRADENTON","34207"
"KERS WING HOUSE BAR & GRILL","2640 GULF TO BAY BLVD","CLEARWATER","33759"
"KERS WING HOUSE BAR & GRILL","775 W BRANDON BLVD","BRANDON","33511"
"KERS WING HOUSE BAR & GRILL","3857 SW ARCHER ROAD","GAINESVILLE","32608"
"KERS WING HOUSE BAR & GRILL","5510 POST OAK BLVD","WESLEY CHAPEL","33544"
"KERS WING HOUSE BAR & GRILL","4606 S CLEVELAND AVENUE","FT MYERS","33907"
"KERS WING HOUSE BAR & GRILL","1991 MAIN ST","SARASOTA","34236"
"KAM CATERING FOOD SERVICES LLC","5836 GRAND CANYON DR","ORLANDO","32810"
"GAETANOS PIZZA","9806 SW 77 AVENUE","MIAMI","33156"
"KELLYS SMOKIN BBQ","6693 N HWY US 1","COCOA","32927"
"ISTANBUL TURKISH CUISINE","7025 CR 46 A STE 1011","LAKE MARY","32746"
"AUGUST MOON RESTAURANT","1301 N FEDERAL HWY","HOLLYWOOD","33020"
"BETWEEN THE BUNZ","28501 SW 152 AVE LOT 252","HOMESTEAD","33033"
"GUIDOS SPORTS BAR LLC","658 SW PORT ST LUCIE BLVD","PORT ST LUCIE","34953"
"THE LANDING","3445 EAST US HWY 90","LAKE CITY","32055"
"LA PERRADA DE CHALOS CORP","11301 S ORANGE BLOSSOM TRL 102","ORLANDO","32837"
"MR GS SMOKEHOUSE AND SEAFOOD GRILL","1000 HWY 98","MEXICO BEACH","32401"
"YAMA TAIYO RESTAURANT","660 ALDERMAN RD","PALM HARBOR","34683"
"THE SNACK BARGE","2505 MANATEE AVE F","BRADENTON","34208"
"SUBWAY60865","1325 SAN MARCO BLVD SUITE 104","JACKSONVILLE","32207"
"CENTURY GRILL","9060 KIMBERLY BLVD UNIT 42 43","BOCA RATON","33434"
"HUNGRY HOWIES AKB3050","207 N CLARKE ROAD","OCOEE","34761"
"CHIPOTLE MEXICAN GRILL 2416","2390 N FEDERAL HWY STE 104","POMPANO BEACH","33062"
"DUNKIN DONUTS","13627 BEACH BLVD","JACKSONVILLE","32246"
"MCDONALDS 37207","2019 SPIRIT LAKE RD","WINTER HAVEN","33880"
"PITA PIT","7091 COLLEGE PKWY","FORT MYERS","33907"
"CULVERS","8106 W HILLSBOROUGH AVENUE","TAMPA","33615"
"KERS WING HOUSE BAR & GRILL","275 W SR 436","ALTAMONTE SPRINGS","32714"
"CHARLEYS GRILLED SUBS","1675 W 49 STREET UNIT 1248","HIALEAH","33012"
"WINGHOUSE","250 N ATLANTIC AVE 106","DAYTONA BEACH","32118"
"BIG LEES SERIOUS ABOUT BARBECUE","18 FIR DRIVE TRACE","OCALA","34472"
"MCDONALDS 11307","1200 SARNO RD","MELBOURNE","32935"
"MCDONALDS 6837","2450 W NEW HAVEN AVE","WEST MELBOURNE","32904"
"MCDONALDS 669","25 W HIBISCUS BLVD","MELBOURNE","32901"
"MCDONALDS 18993","445 S WICKHAM RD","WEST MELBOURNE","32904"
"POBLANOS MEXICAN RESTAURANT","4747 W IRLO BRONSON MEMORIAL HWY","KISSIMMEE","34746"
"FRESH BURGER","5483 FACTORY SHOPS BLVD","ELLENTON","34222"
"TANGO GRILL","401 BISCAYNE BLVD 2140","MIAMI","33132"
"LAWLESS SUBS","445 W SR 436 1033","ALTAMONTE SPRINGS","32714"
"LITTLE CAESARS","2560 E SR 50 113","CLERMONT","34711"
"LATIN BISTRO","2759 OLD WINTER GARDEN RD","OCOEE","34761"
"HALF BAKED OYSTER BAR & GRILL LLC","2920 THOMAS DRIVE","PANAMA CITY BEACH","32408"
"LITTLE LOUIES ITALIAN KITCHEN INC","4254 SW 152 AVE D2","MIAMI","33185"
"O KING GRILL RESTAURANT","13695 WEST DIXIE HWY","NORTH MIAMI","33161"
"THE HUNGRY PARROT","5718 MANATEE AVE WEST","BRADENTON","34209"
"HARBOR HILLBILLIES","800 35TH ST OCEAN","MARATHON","33050"
"B&W BAHAMIAN RESTAURANT","5931 NW 17TH AVE","MIAMI","33142"
"LUTINAS PIZZA & SUBS","6901 OKEECHOBEE BLVD C 3","WEST PALM BEACH","33411"
"PIZZA FAMIGLIA","1402 E FLETCHER AVE","TAMPA","33612"
"QUALITY INN & SUITES","6525 US HWY 27 NORTH","SEBRING","33870"
"LOG CABIN CAFE","13493 W HWY 328","OCALA","34482"
"GECKOS GRILL & PUB","351 NORTH CATTLEMAN ROAD","SARASOTA","34232"
"BELLY DELI","725 S RONALD REAGAN BLVD 109","LONGWOOD","32750"
"HEMINGWAY HOUSE BED AND BREAKFAST INN","54 CHARLOTTE STREET","SAINT AUGUSTINE","32084"
"TAKESHIMA SUSHI INN INC","12705 W SUNRISE BLVD","SUNRISE","33323"
"PANERA BREAD","12720 TAMIAMI TRL E","NAPLES","34113"
"WEEZIES KITCHEN","1321 EAST COMMERCIAL BLVD","OAKLAND PARK","33334"
"VELA RESTAURANT","701 W 27 ST","HIALEAH","33010"
"BURGER KING 8348","2790 ELKCAM BLVD","DELTONA","32738"
"OVATIONS FOOD SERVICES PB ZOO","1301 SUMMIT BLVD","WEST PALM BEACH","33405"
"PALM BEACH ZOO KIOSK","1301 SUMMIT BLVD","WEST PALM BEACH","33405"
"LA COCINITA CUBANA","113 CENTRAL DR","BRANDON","33510"
"RISING SUN BISTRO & MARKET","10 S MAIN ST","BROOKSVILLE","34601"
"SMOKE N PIT BAR B QUE","2200 KINGS HIGHWAY UNIT 3N","PORT CHARLOTTE","33980"
"ASIAN CHAO/MAKI OF JAPAN","1700 W NEW HAVEN AVE 325","MELBOURNE","32904"
"SHAWNS BARBEQUE","9433 SE MARICAMP RD","OCALA","34472"
"THE SPOT CAFE","4508 US 1 N","SAINT AUGUSTINE","32095"
"MCDONALDS 4634","201 GULF BREEZE PKWY","GULF BREEZE","32563"
"CHICK FIL A AT ALTAMONTE MALL","451 E ALTAMONTE DR","ALTAMONTE SPRINGS","32701"
"EL COMPADRE RESTAURANT","3174 NW 7 ST","MIAMI","33125"
"JIMMY JOHNS GOURMET SANDWICHES 2608","2531 W SAMPLE RD","DEERFIELD BEACH","33073"
"MAGURO","895 WIGGINS PASS RD 6","NAPLES","34110"
"DOS BURROS LLC","1323 S MAIN ST","GAINESVILLE","32601"
"WORLD OF BEER","2385 S HWY 27","CLERMONT","34711"
"EXQUISITE MOBILE CAFÃ","2709 SW SOMBER RD","PORT ST LUCIE","34953"
"YOGEN FRUZ","2429 EDGEWATER DR","ORLANDO","32804"
"THE GREEK GOURMET INC","2196 AIRPORT RD S","NAPLES","34112"
"ZELLWOOD COUNTRY KITCHEN","2651 N ORANGE BLOSSOM TRL","ZELLWOOD","32798"
"TAQUERIA EL TORERO","1209 CRAWFOR ST","QUINCY","32351"
"WYNDHAM BAY POINT RESORT CLUB 19","4200 MARRIOTT DR","PANAMA CITY BEACH","32408"
"BONOS BAR B Q & GRILL","2290 SE FEDERAL HWY","STUART","34994"
"SONNYS BAR B Q","532 N TYNDALL PARKWAY","PANAMA CITY","32404"
"MCDONALDS 4995","302 W JAMES LEE BLVD","CRESTVIEW","32536"
"VILLAGE INN RESTAURANT 110923","3130 DANIELS RD","WINTER GARDEN","34787"
"VILLAGE INN 110924","3770 LAKESIDE VILLAGE CT","LAKELAND","33803"
"BURGERLOVE","645 BRICKELL KEY DR","MIAMI","33131"
"CINGULAR WIRELESS","5312 SW 6TH PL","OCALA","34474"
"MCDONALDS 11721","3201 S FERDON BLVD","CRESTVIEW","32536"
"GREEN BERRY","305 ALCAZAR AVE 1","CORAL GABLES","33134"
"MCDONALDS 26226","1300 N FERDON BLVD","CRESTVIEW","32536"
"DOMINOS PIZZA","3112 CLEVELAND AVE","FORT MYERS","33901"
"BLACK KNIGHT FLAGLER","12735 GRAN BY PKWY","JACKSONVILLE","32258"
"BLACK KNIGHT BLDGING 2 1ST FL","601 RIVERSIDE AVE","JACKSONVILLE","32204"
"QUEEN OF SHEBA FUSION CUISINE","4195 N TAMIAMI TRL","SARASOTA","34234"
"BLACK KNIGHT BLDGING 4 1ST FL","601 RIVERSIDE AVE","JACKSONVILLE","32204"
"BLUE CROSS BLUE SHIELD 300 3RD GALLEY","4800 DEERWOOD CAMPLUS","JACKSONVILLE","32246"
"BLUE CROSS BLUE SHIELD ROC 3 CENTER CAFE","532 RIVERSIDE AVE","JACKSONVILLE","32202"
"FEDEX AIR CARGO","2260 COLE FLYER RD","JACKSONVILLE","32218"
"GC SERVICES","4019 WOODCOCK DR STE101","JACKSONVILLE","32207"
"HISTORIC DOCKERS RESTAURANT & PUB","318 N FEDERAL HWY","DANIA BEACH","33004"
"PINOLANDIA FRITANGA & TORTILLERIA","1230 N MILITARY TRL","WEST PALM BEACH","33409"
"LA LEONESA FRITANGA INC","1 SW 12 AVE","MIAMI","33130"
"BREAK TIME GRILL & SPORT INC","5137 SOUTH JOHN YOUNG PKWY","ORLANDO","32839"
"CINDYS CAFE","2512 N ORANGE AVE","ORLANDO","32804"
"OLD FLORIDA FISH HOUSE","5235 COUNTY HWY 30A","SEAGROVE BEACH","32459"
"TACOS VERACRUZ 2","510 LANTANA RD","LANTANA","33462"
"KARA LYNNS KITCHEN","421 CLEVELAND ST","CLEARWATER","33755"
"SUNLIGHT MOTEL","1131 HARRISON AVE","PANAMA CITY","32401"
"EL PIRATA CAFE","10708 SW 188 ST 4 5","MIAMI","33157"
"ROTELLI PIZZA & PASTA","4660 W HILLSBORO BLVD","COCONUT CREEK","33073"
"EARTH CAFE","13665 TAMIAMI TRL","NORTH PORT","34287"
"PATS CATERING","112 W MITCHELL HAMMOCK RD 1116","OVIEDO","32765"
"PIPERS SPORTS BAR & GRILL","6376 FOREST HILL BLVD","GREENACRES","33415"
"D&G CARIBBEAN RESTAURANT","13672 S TAMIAMI TRL","NORTH PORT","34287"
"SORIANO BROTHERS","2393 W 78 ST","HIALEAH","33016"
"BUFFALO WILD WINGS GRILL & BAR","21688 US HWY 19 N","CLEARWATER","33765"
"BUFFALO WILD WINGS GRILL & BAR","4058 TAMPA RD 1","OLDSMAR","34677"
"BUFFALO WILD WINGS GRILL & BAR","10936 SR 54","NEW PORT RICHEY","34655"
"JALAPENO TRUCK","4115 UNIVERSITY BLVD W 3","JACKSONVILLE","32256"
"TRESSAS HOT DOGS","719 E UNION ST","JACKSONVILLE","32206"
"MELLOW MUSHROOM PIZZA BAKERS","10600 FOREST HILL BLVD","WELLINGTON","33414"
"SNAPPERS OASIS","5895 GULF BLVD","ST.PETE BEACH","33706"
"TACO REY MEXICAN GRILL","401 S PARSON AVE STE D","BRANDON","33511"
"SAN DIEGO TACOS TO GO","2773 BEE RIDGE RD","SARASOTA","34239"
"BURGERQUE","15291 MCGREGOR BLVD","FORT MYERS","33908"
"PITA STAR","5800 STIRLING RD","HOLLYWOOD","33021"
"JAZZYS BBQ","5703 W WATERS AVE","TAMPA","33634"
"MAPLE STREET BISCUIT COMPANY","1171 EDGEWOOD AVE S","JACKSONVILLE","32205"
"HURRICANE GRILL & WINGS","6230 W INDIANTOWN RD 11","JUPITER","33458"
"MRS SMOKEYS REAL PIT BAR B Q","5430 MILITARY TRAIL","JUPITER","33458"
"ALL AMERICAN SHAKE SHOP INC","410 9TH ST N","NAPLES","34102"
"FRESHII 696","7600 DR PHILLIPS BLVD SUITE 10","ORLANDO","32819"
"LOUS BEER GARDEN","7337 HARDING AVE","MIAMI BEACH","33141"
"BURGER KING 20456","3653 S ORLANDO DR","SANFORD","32773"
"SUITE CAFÃ GRILL","11757 1 BEACH BLVD","JACKSONVILLE","32246"
"BURGER KING 2920","1505 COUNTY ROAD 220","ORANGE PARK","32003"
"THE PARKVIEW","136 PARK AVENUE SOUTH","WINTER PARK","32789"
"ANGELOS PIZZA HOUSE LLC","504 SEABREEZE BLVD","DAYTONA BEACH","32118"
"CUPPASTA","3800 US HIGHWAY 98 UNIT 728","LAKELAND","33809"
"DUNKIN DONUTS","30125 S DIXIE HWY","HOMESTEAD","33033"
"NICOLAS PIZZA AND SUBS","2541 N ATLANTIC AVE","DAYTONA BEACH","32118"
"DESTIN INN AND SUITES","713 HARBOR BLVD","DESTIN","32541"
"LELULOS PIZZERIA","3123 CHIQUITA BLVD","CAPE CORAL","33914"
"UNCLE LOUIE G ITALIAN ICES & ICE CREAM","1394 SW 160 AVE F6","WESTON","33326"
"TINAS GREEK DELI","20651 US HWY 441","MOUNT DORA","32757"
"LOUISE ICE CREAM SHOP","1654 1ST ST N","WINTER HAVEN","33881"
"FRANNYS FOOD AND BEVERAGES CATERING SERVICES","4880 DISTRIBUTION CT STE 1 AND 2","ORLANDO","32822"
"ASIAN HOUSE RESTAURANT","6800 GULFPORT BL SUITE 105","SOUTH PASADENA","33707"
"RODNEYS CRAB & MORE","2755 OLD DIXIE HWY","RIVIERA BEACH","33404"
"CAPORAL CHICKEN INC","14616 SW 8 ST","MIAMI","33184"
"HEIDIS GERMAN KITCHEN","1206 W ROBINSON STREET","ORLANDO","32805"
"TWO GUYS RESTAURANT","1490 NW 3RD AVE SUITE 108","MIAMI","33136"
"FERGS DEPOT EXTERIOR BUILDING C","78 WEST CHURCH STREET","ORLANDO","32801"
"DUNKIN DONUTS","1954 S 8 ST","FERNANDINA BEACH","32034"
"ABOUT BANGKOK","6240 CORAL RIDGE DR 106","CORAL SPRINGS","33076"
"MONTEGO BAY SEAFOOD HOUSE & OYSTER BAR","473 RICHARD JACKSON BLVD","PANAMA CITY BEACH","32407"
"MAGICAL CREAMERY LLC","6101 ANNO AVE","ORLANDO","32809"
"MAMAS JAMAICAN AUTHENTIC CUISINE","6218 WEST COLONIAL DRIVE","ORLANDO","32808"
"GREEN APPLE JUICE LOUNGE","9831 NW 58 ST 136","DORAL","33178"
"LARRYS SHACK INC","9049 JETTY PARK RD","CAPE CANAVERAL","32920"
"CAFETERIA DEL MEDIO","2418 NW 27 AVE","MIAMI","33142"
"DUNKIN DONUTS/BASKIN ROBBINS","5150 W UNIVERSITY BLVD","JACKSONVILLE","32216"
"JAVAS BREWIN","3555 HIGHWAY 17 12","ORANGE PARK","32003"
"VIOLAS PIZZA","6149 A1A S STE B","SAINT AUGUSTINE","32080"
"JAKES CRAB SHACK","3830 A1A S 2 3","MELBOURNE BEACH","32951"
"BURGER KING 718","2120 US HWY 92 W","AUBURNDALE","33823"
"NY DELI","7061 GRAND NATIONAL DRIVE STE 141","ORLANDO","32819"
"SUBWAY","195 BLANDING BLVD","ORANGE PARK","32063"
"K&K MOBILE FOOD","414 CHESTNUT DRIVE","JACKSONVILLE","32208"
"TACO BELL 30728","10795 SR 54","NEW PORT RICHEY","34655"
"GABOSE POCHA","4933 N UNIVERSITY DR","LAUDERHILL","33351"
"HOUSE OF CHINA","2605 SIMPSON RD","KISSIMMEE","34744"
"HAPPY HOUSE","4089 N ANDREWS AVE","FORT LAUDERDALE","33309"
"LAGUNA STADIUM RESTAURANT","2500 NW 10 AVE","MIAMI","33127"
"EL RODEO B RESTAURANT","3690 NW 54 ST","MIAMI","33142"
"HAWKS TABLE (THE)","3426 DELTONA BLVD","SPRING HILL","34606"
"OVATIONS FOOD SERVICES JUNGLE ISLAND (BANQUET HALL)","1111 PARROT JUNGLE TRL","MIAMI","33132"
"A BETTER SCOOP ICE CREAM SHOPPE","70 S INDIANA AVE","ENGLEWOOD","34223"
"OVATIONS FOOD SERVICES JUNGLE ISLAND LAKESIDE CAFE","1111 PARROT JUNGLE TRL","MIAMI","33132"
"GOOD FELLAS PIZZA","7288 W OAKLAND PARK BLVD","LAUDERHILL","33313"
"CAFE ARTEMISA","6807 N MANHATTAN AVE","TAMPA","33614"
"KIM BO CHINESE RESTAURANT","5380 STADIUM PKWY STE 105","ROCKLEDGE","32955"
"MORTONS CATERING","7111 S TAMIAMI TRAIL","SARASOTA","34231"
"40TH ST PIZZERIA","101 40TH ST","MEXICO BEACH","32410"
"SBARRO871@SBARROCOM","I 275 WESTSHORE BLVD SP J","TAMPA","33609"
"THE BAKERY CAFÃ","8250 NE 2 AVE","MIAMI","33138"
"THE BEACH HOUSE RESTAURANT","02 WAVECREST","INDIALANTIC","32903"
"RISE PIES HANDCRAFTED PIZZA","140 UNIVERSITY TOWN CENTER DR SUITE 150","SARASOTA","34243"
"SBARRO THE ITALIAN EATERY","2446 E SUNRISE BLVD","FORT LAUDERDALE","33304"
"DUNKIN DONUTS","650 SE BECKER RD","PORT ST LUCIE","34984"
"PITTZZA AT IRONSIDE","7580 NE 4 CT 118","MIAMI","33138"
"SURF SHACK COASTAL KITCHEN","12217 W LINEBAUGH AVE","TAMPA","33626"
"THE HOUSE LIMITED CAFE","7580 NE 4 CT 102","MIAMI","33138"
"HEALTHY LIFESTYLE CUISINE","1806 NW 183RD ST","MIAMI GARDENS","33056"
"CATERING BY THE FAMILY","2322 W CYPRESS ST","TAMPA","33609"
"ANDRETTI THRILL PARK ANDRETTI SNACKS","3960 S BABCOCK ST","MELBOURNE","32901"
"HARBORSIDE","2435 7TH ST SW","WINTER HAVEN","33880"
"MARIOS PIZZA","12924 49 ST N","CLEARWATER","33762"
"VINNYS PIZZERIA","2521 THOMAS DR STE A","PANAMA CITY BEACH","32408"
"7 RIVERS LLC","7395 W PINEBROOK ST","CRYSTAL RIVER","34429"
"FRITANGA CASTILLO","1255 W 46 ST 21","HIALEAH","33012"
"DAYS INN","710 N PALAFOX ST","PENSACOLA","32501"
"NANA NOODLE & SUSHI BAR","5195 W ATLANTIC AVE STE L","DELRAY BEACH","33484"
"YING HAO CHINESE RESTAURANT","862 E 41 ST","HIALEAH","33013"
"RED RABBIT EATERY","233 SR 16 STE B","SAINT AUGUSTINE","32084"
"SCRAMBLES CAFE","3233 SE MARICAMP RD 401","OCALA","34471"
"THE SOUTHERNMOST HOUSE","1400 DUVAL STREET","KEY WEST","33040"
"OREGANOS PIZZA & BAKERY INC","14919 N TAMIAMI TRAIL","NORTH PORT","34287"
"BEACH MOVIL CAFÃ","7601 E TREASURE DR 1605","N BAY VILLAGE","33141"
"FIRST WATCH RESTAURANTS","22923 LYDEN DRIVE","ESTERO","33928"
"UNIQUE PARK RESTAURANT","3521 NW 8 AVE","POMPANO BEACH","33064"
"ROSIES A VARIETY OF SORT Z","501 NW BUSINESS CENTER DR","PORT ST LUCIE","34986"
"BURGER KING 4451","4138 W BLUE HERON BLVD","RIVIERA BEACH","33404"
"EL PIKETE CAFE","6433 6435 PEMBROKE RD","HOLLYWOOD","33023"
"CHOBEE PLAY","1465 US HWY 441 S E","OKEECHOBEE","34974"
"TACO CHARRO","3734 EVE DRIVE WEST","JACKSONVILLE","32246"
